normalized_vendor_name,vendor_name,profile_url,profile_slug,slug_match_method,gsc_status,county_rows,counties_served,word_count,sentence_count,paragraph_count,opening_template_cluster_id,opening_template_cluster_size,nearest_neighbor_similarity,uniqueness_score_1_5,vendor_description_truncated
shooter's paradise of yuba city,Shooter's Paradise of Yuba City,https://www.getcarryclass.com/instructors/shooter-s-paradise-of-yuba-city-c4a5980224,shooter-s-paradise-of-yuba-city-c4a5980224,fuzzy,indexed,1,sutter,59,3,1,324,1,0.853,2,Shooter's Paradise of Yuba City is a veteran-owned and operated indoor shooting range and gun shop featuring the only public indoor range in the Yuba/Sutter area. They carry name brands including Spri
sierra tactical training and active response,Sierra Tactical Training and Active Response,https://www.getcarryclass.com/instructors/sierra-tactical-training-and-active-response-9979afae8d,sierra-tactical-training-and-active-response-9979afae8d,exact,not_indexed,1,sutter,80,3,1,4,3,0.6553,2,"Sierra Tactical Training and Active Response Resources is located in Bishop, California and provides certified CCW classes for Inyo and Mono Counties. They offer both initial 16-hour CCW certification"
greco's firearm sales,Greco's Firearm Sales,https://www.getcarryclass.com/instructors/grecos-firearm-sales,grecos-firearm-sales,constructed,unknown,1,tehama,68,3,1,198,1,0.2743,5,"Greco's Firearm Sales is a full-service firearms dealer and CCW training provider operated by instructor Rick Greco in Redding, California. The business combines firearm sales, custom AR-15 builds, an"
jones' fort gun shop,Jones' Fort Gun Shop,https://www.getcarryclass.com/instructors/jones-fort-gun-shop,jones-fort-gun-shop,constructed,unknown,1,tehama,60,3,1,221,1,0.6196,3,Jones' Fort Gun Shop has been serving Redding since 1962 as a full-service firearms dealer offering new and used guns with a 1-year warranty. Their qualified staff provides first-hand knowledge to hel
michigan firearm and cpl training llc,Michigan Firearm and CPL Training LLC,https://www.getcarryclass.com/instructors/michigan-firearm-and-cpl-training-llc-8b9a5c9c2e,michigan-firearm-and-cpl-training-llc-8b9a5c9c2e,exact,not_indexed,1,tehama,54,3,1,251,1,0.5334,4,"Michigan Firearm and CPL Training LLC operates nationally, teaching California CCW and Michigan CPL classes with a focus on safety and defensive skills. The company specializes in training beginners a"
star crossed firearms,Star Crossed Firearms,https://www.getcarryclass.com/instructors/crossed-star-firearms-19d51aa5d6,crossed-star-firearms-19d51aa5d6,fuzzy,not_indexed,1,tehama,71,3,1,2,3,0.8949,2,Crossed Star Firearms is a Northern California firearms instructor offering CCW classes and firearms training for all levels of shooters. They provide approved CCW courses for residents of multiple co
zombie arms & ammuntion,Zombie Arms & Ammuntion,https://www.getcarryclass.com/instructors/zombie-arms-ammuntion-ef7c3e06b8,zombie-arms-ammuntion-ef7c3e06b8,exact,not_indexed,1,tehama,64,3,1,385,1,0.3759,5,Zombie Arms & Ammunition is a veteran owned and operated company that provides firearms training and CCW courses in Northern California. They offer Two Day Initial and One Day Renewal CCW courses taug
morgan dant,Morgan Dant,https://www.getcarryclass.com/instructors/morgan-dant,morgan-dant,constructed,unknown,1,trinity,60,2,1,2,3,0.8949,2,"Crossed Star Firearms is a Northern California firearms instructor offering CCW classes approved for residents from multiple counties including Butte, Contra Costa, Glenn, Lassen, Modoc, Nevada, Place"
galardo firearms training,Galardo Firearms Training,https://www.getcarryclass.com/instructors/firearms-training-e51d601167,firearms-training-e51d601167,fuzzy,not_indexed,1,tulare,61,3,1,21,2,0.5874,3,"Gallardo Firearms Training is operated by two military veteran brothers, Jesus and Adolfo Gallardo, who provide CCW training in Tulare and Kings counties. They offer both initial and renewal CCW class"
triple threat solutions,Triple Threat Solutions,https://www.getcarryclass.com/instructors/triple-threat-solutions-ca839b3a12,triple-threat-solutions-ca839b3a12,exact,not_indexed,1,tulare,66,3,1,366,1,0.2912,5,"Triple Threat Solutions is a veteran-owned and operated training company that provides CCW training courses including initial and renewal certifications, as well as advanced CCW courses. They offer tr"
hard focus firearm training,Hard Focus Firearm Training,https://www.getcarryclass.com/instructors/hard-focus-firearms-training-llc-78f8b158d7,hard-focus-firearms-training-llc-78f8b158d7,fuzzy,not_indexed,1,tulare,58,3,1,0,4,0.9667,2,Hard Focus Firearms Training is dedicated to providing effective defensive shooting techniques to protect yourself and loved ones. They pride themselves on going above and beyond minimum standards by 
tactical 360 firearms training,Tactical 360 Firearms Training,https://www.getcarryclass.com/instructors/tactical-360-firearms-training-23d712e2c3,tactical-360-firearms-training-23d712e2c3,exact,not_indexed,1,tulare,65,3,1,36,2,0.6731,2,"Tactical 360 is a firearms training company located in Bakersfield, California, led by certified instructor Chris Martinez with over 30 years of experience. They specialize in training law enforcement"
police science institute and range pistol club,Police Science Institute and Range Pistol Club,https://www.getcarryclass.com/instructors/police-science-institute-and-range-pistol-club-20fcdaa066,police-science-institute-and-range-pistol-club-20fcdaa066,exact,not_indexed,1,tulare,62,3,1,285,1,0.5664,3,Police Science Institute and Range Pistol Club has been the Valley's premier independent school for security and law enforcement training since 1991. The facility combines a full-service indoor firear
premier tactical training,Premier Tactical Training,https://www.getcarryclass.com/instructors/premier-tactical-training-2c12bc858a,premier-tactical-training-2c12bc858a,ambiguous_exact,not_indexed,1,tulare,60,4,2,7,2,0.5796,3,"559CCW provides online and in-person California CCW training led by a U.S. Marine Corps veteran and DOJ-certified instructor. They offer flexible online courses with automatic progress saving, serving"
rankin field,Rankin Field,https://www.getcarryclass.com/instructors/rankin-field-5283afad11,rankin-field-5283afad11,exact,not_indexed,1,tulare,59,3,1,299,1,0.5844,3,"Rankin Field Weapons Range is a public shooting facility in Central California offering multiple pistol ranges, a 100-yard rifle range, and firearms training classes. They provide CCW permit courses a"
kimes firearms training,Kimes Firearms Training,https://www.getcarryclass.com/instructors/kimes-firearms-training-dccbe07c92,kimes-firearms-training-dccbe07c92,exact,not_indexed,1,tulare,27,2,1,228,1,0.2059,5,Kimes Firearms Training offers firearms instruction and CCW classes for Tulare County residents. They also provide guidance for those interested in getting involved in competition shooting sports.
shooter ready,Shooter Ready,https://www.getcarryclass.com/instructors/shooter-ready-84ff1f605f,shooter-ready-84ff1f605f,ambiguous_exact,not_indexed,1,tulare,56,3,1,322,1,0.2511,5,"Shooter Ready is a veteran-owned and operated gun store in Visalia, California that specializes in home defense firearms, ammunition, holsters, and accessories. They are committed to responsible gun o"
tactical firearms training institute,Tactical Firearms Training Institute,https://www.getcarryclass.com/instructors/tactical-firearms-training-institute-021e7325b6,tactical-firearms-training-institute-021e7325b6,exact,not_indexed,1,ventura,69,3,1,359,1,0.3005,5,"The Tactical Firearms Training Institute specializes in police law enforcement instructor training and civilian firearms training across Los Angeles, Ventura, Santa Barbara, Kern, Riverside, Orange, S"
california tactical academy,California Tactical Academy,https://www.getcarryclass.com/instructors/california-tactical-academy-28db0fbfbb,california-tactical-academy-28db0fbfbb,exact,not_indexed,1,ventura,51,3,1,109,1,0.345,5,"California Tactical Academy is a 1,500+ acre outdoor shooting facility in Los Angeles offering tactical and competition training courses for beginners, intermediate and advanced shooters. They provide"
ventura ccw,Ventura CCW,https://www.getcarryclass.com/instructors/ventura-ccw-2148f8fb45,ventura-ccw-2148f8fb45,exact,not_indexed,1,ventura,88,2,1,12,2,0.4617,4,"Cal Guns Training is led by Shawn, a former deputy with 8 years in law enforcement and over 15 years of teaching experience, offering initial 16-hour and renewal 8-hour CCW courses for Ventura and Los"
mv tactical & firearms,MV Tactical & Firearms,https://www.getcarryclass.com/instructors/mv-tactical-firearms-afab8d3eb2,mv-tactical-firearms-afab8d3eb2,exact,not_indexed,1,ventura,61,3,1,256,1,0.5301,4,MV Tactical & Firearms Training is a tactical firearms training company serving the Los Angeles and Ventura County areas. They offer comprehensive courses from basic defensive pistol to advanced tacti
critical advantage consulting,Critical Advantage Consulting,https://www.getcarryclass.com/instructors/critical-advantage-consulting,critical-advantage-consulting,constructed,unknown,1,ventura,56,3,1,134,1,0.6884,2,Critical Advantage Consulting is a veteran and honorably retired law enforcement owned training company founded in 2019 with 53 years of combined law enforcement experience. They specialize in safety 
action firearms training,Action Firearms Training,https://www.getcarryclass.com/instructors/action-firearms-training-3e2c8a1aa8,action-firearms-training-3e2c8a1aa8,exact,not_indexed,1,ventura,58,3,1,55,1,0.6884,2,Action Firearms Training is a veteran and honorably retired law enforcement owned company founded in 2019 with 53 years of combined law enforcement experience. They specialize in safety and firearms t
true aim ccw certification,True Aim CCW Certification,https://www.getcarryclass.com/instructors/true-aim-ccw-certification-d2d763a779,true-aim-ccw-certification-d2d763a779,exact,not_indexed,1,ventura,70,3,1,367,1,0.243,5,"True Aim CCW Certification is a family-owned firearms training business serving Ventura and Los Angeles County for two generations. They provide NRA certified pistol, rifle and shotgun classes as well"
covered 6,Covered 6,https://www.getcarryclass.com/instructors/covered-6-d236fa0fa2,covered-6-d236fa0fa2,exact,not_indexed,1,ventura,71,3,1,133,1,0.3262,5,"Covered 6 is a full-service professional private security company providing security services globally, with specialized training programs for first responders and protective services personnel. They "
308 tactical,308 Tactical,https://www.getcarryclass.com/instructors/308-tactical,308-tactical,constructed,unknown,1,ventura,67,3,1,42,1,0.482,4,"308 Tactical provides firearms training including CCW courses for Los Angeles and Ventura County residents seeking California CCW permits. As an officially LAPD and LASD approved provider, their cours"
home grown safety,Home Grown Safety,https://www.getcarryclass.com/instructors/home-grown-safety-188eff72a8,home-grown-safety-188eff72a8,exact,not_indexed,1,ventura,71,3,1,212,1,0.2299,5,"Home Grown Safety is operated by Brandy Lengning, a Ventura County CCW Sheriff Approved Instructor who approaches firearms training from a civilian perspective rather than law enforcement or military "
tim trinh,Tim Trinh,https://www.getcarryclass.com/instructors/tim-trinh-ca2a297402,tim-trinh-ca2a297402,exact,not_indexed,1,ventura,47,3,1,107,1,0.3805,5,California Concealed Carry Workshop provides self-defense education and training for residents throughout Southern California. Their highly qualified instructors come from diverse backgrounds includin
martin rudzinski,Martin Rudzinski,https://www.getcarryclass.com/instructors/martin-rudzinski-c5eb691011,martin-rudzinski-c5eb691011,exact,not_indexed,1,ventura,71,3,1,74,1,0.2653,5,"Archangel Tactics is a Phoenix University-certified firearm instruction agency founded in 2004 in Camarillo, CA, with additional NRA certifications. Owner Martin Rudzinski is a decorated Marine with o"
victor charlie armory,Victor Charlie Armory,https://www.getcarryclass.com/instructors/victor-charlie-armory-fb88042277,victor-charlie-armory-fb88042277,exact,not_indexed,1,ventura,64,3,1,376,1,0.2428,5,"Victor Charlie Armory is Ventura County's premier firearms dealer and training facility, offering elite firearms training, ammunition sales, and gunsmithing services. They provide state-of-the-art tra"
api academy,API Academy,https://www.getcarryclass.com/instructors/api-academy-03903c33f1,api-academy-03903c33f1,exact,not_indexed,1,yuba,67,3,1,71,1,0.3254,5,API Academy is a California-based training facility that provides professional security and firearms training in compliance with Bureau of Security and Investigative Services (BSIS) requirements. They
precision firearms training solutions,Precision Firearms Training Solutions,https://www.getcarryclass.com/instructors/precision-firearms-training-solutions-7f3a0c6fed,precision-firearms-training-solutions-7f3a0c6fed,exact,not_indexed,1,yuba,59,3,1,294,1,0.2638,5,"Precision Firearms Training Solutions provides comprehensive firearms education and training for personal protection, recreation, and professional development. They offer courses including Basic Pisto"
shooters paradise,Shooters Paradise,https://www.getcarryclass.com/instructors/shooters-paradise,shooters-paradise,constructed,unknown,1,yuba,71,3,1,323,1,0.853,2,"Shooter's Paradise is a veteran-owned and operated indoor shooting range and gun shop in Yuba City, serving as the only public indoor shooting range in the Yuba/Sutter area. They offer a 9-lane indoor"
sttarr,STTARR,https://www.getcarryclass.com/instructors/sttarr,sttarr,constructed,unknown,1,yuba,64,3,1,4,3,0.6858,2,"Sierra Tactical Training and Active Response Resources (STTARR) is located in Bishop, California and provides certified CCW training for Inyo and Mono Counties. They offer both online and in-person co"
twin cities rod and gun club,Twin Cities Rod and Gun Club,https://www.getcarryclass.com/instructors/twin-cities-rod-and-gun-club-88132675d0,twin-cities-rod-and-gun-club-88132675d0,exact,not_indexed,1,yuba,65,3,1,5,3,0.667,2,"Twin Cities Rod and Gun Club offers monthly concealed carry weapon classes taught by NRA certified instructors. The club serves Yuba, Sutter, and Colusa County residents with state-approved training c"
friedman firearms training,Friedman Firearms Training,https://www.getcarryclass.com/instructors/friedman-firearms-training-bd155757da,friedman-firearms-training-bd155757da,exact,not_indexed,1,contra-costa,60,3,1,191,1,0.9863,2,Friedman Firearms Training provides CCW training by appointment in compliance with PC26165 SB2 requirements for both initial and renewal applications. They specialize in one-on-one training sessions r
delta tactical training group,Delta Tactical Training Group,https://www.getcarryclass.com/instructors/delta-tactical-training-group-5892efd380,delta-tactical-training-group-5892efd380,exact,not_indexed,1,contra-costa,67,3,1,151,1,0.2935,5,"Delta Tactical Training Group is a veteran-owned, civilian firearms and self-defense training company established in 2011 in the San Francisco Bay Area. They offer CCW courses, basic and intermediate "
gun kraft,Gun Kraft,https://www.getcarryclass.com/instructors/gun-kraft-0c5bb4e008,gun-kraft-0c5bb4e008,exact,indexed,1,contra-costa,74,3,1,202,1,0.2316,5,"Gun Kraft provides comprehensive CCW training at the San Leandro Rifle & Pistol Range, focusing on practical self-defense skills beyond shooting. Their curriculum covers situational awareness, Califor"
"leo defensive concepts, llc","LEO Defensive Concepts, LLC",https://www.getcarryclass.com/instructors/leo-defensive-concepts-llc-4d24bcaaa6,leo-defensive-concepts-llc-4d24bcaaa6,exact,not_indexed,1,contra-costa,77,3,1,239,1,0.2299,5,"LEO Defensive Concepts, LLC is a defensive firearms training company founded by law enforcement and medical professionals. Led by retired officers Joe Leonardo (29 years LE, 20 years SWAT) and Archie "
dapper defense,Dapper Defense,https://www.getcarryclass.com/instructors/dapper-defense-0db9d25704,dapper-defense-0db9d25704,exact,not_indexed,1,contra-costa,56,3,1,137,1,0.3923,5,"Dapper Defense provides CCW training and NRA-certified firearms instruction in the East Bay area. The instructor holds multiple certifications including NRA Certified Instructor (Pistol, Shotgun, CCW,"
